State,District,Latitude,Longitude,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,sex_ratio,literacy_rate
Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,137804,78568,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,3983,10004,478,166000,128209,91277,37063,25657,16031,10091,421241,139909,93398,1410,7678,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,753645,360938,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,39465,66263,3460,856964,733380,394422,196321,136500,92783,70549,2206340,739982,449035,7292,38576,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,42384,52935,3834,674372,689880,612635,445257,355277,186817,119164,2115448,713597,498299,10891,64065,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,472649,405033,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,12111,51028,1845,600102,467768,269737,157787,99530,69665,45726,1453438,495020,277610,4064,21885,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,47300,70001,4810,750811,810191,487594,370247,291392,178320,124448,2176701,759132,486032,11316,60246,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,385929,18207,651314,2578,1687,4799,395072,852574,51447,8720,138329,1160,1960,168344,231204,44283,298367,80406,118667,114209,124707,98786,174528,602411,303748,148945,60494,109701,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,394824,331707,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,22075,157646,1782,371319,183667,178766,139330,60936,57413,32895,864272,358157,189569,4227,32802,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,17262,79146,1574,164445,35817,59489,53515,64730,45695,25474,193671,107367,80497,6573,11397,98.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,77727,519704,8566,737806,382091,407692,337793,189296,152838,134637,1625484,655032,380114,13137,84851,97.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,17262,79146,1574,164445,35817,59489,53515,64730,45695,25474,193671,107367,80497,6573,11397,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,826568,376629,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,77727,519704,8566,737806,382091,407692,337793,189296,152838,134637,1625484,655032,380114,13137,84851,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,335368,67527,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,14568,148926,1016,210481,143128,148544,120146,65196,58875,31319,461125,213021,125429,3069,30621,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1206793,290012,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,129193,614109,16141,883189,463598,573291,497668,309508,286244,202424,1919832,898241,523656,28840,177048,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,291349,196011,364309,226866,197558,7553,55383,629509,15336,189588,474,467,694,6628,76783,567,226392,120768,137681,127299,64188,50562,26161,488965,214455,148100,2442,15547,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,350314,170872,685454,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,43357,202380,4544,332653,178191,188303,168387,89167,83166,61215,729708,309479,166959,8677,55579,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,173057,134014,351846,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,25605,80023,1667,181615,143413,109639,87969,47127,38677,26802,399581,165022,94073,3402,26365,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,340802,158458,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,13200,212487,961,310567,179770,194739,152183,78583,57949,33357,582544,272009,177826,3546,31472,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,27771,297308,3342,420916,246480,260661,210964,130700,93340,66358,841958,398257,253488,5979,50302,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,328277,547206,38570,959028,231263,407662,335886,441072,221410,204507,1414154,748339,462741,43536,158119,96.0,74.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,484875,205292,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,27771,297308,3342,420916,246480,260661,210964,130700,93340,66358,841958,398257,253488,5979,50302,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,858825,214144,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,328277,547206,38570,959028,231263,407662,335886,441072,221410,204507,1414154,748339,462741,43536,158119,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,1259138,498526,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,166505,728556,20261,1068500,618508,664470,552373,313247,267265,227382,2454299,1038155,560184,30572,177517,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,622589,533218,1204079,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,29433,253131,2737,590763,364452,338509,281260,135374,105992,64607,1441436,561915,355077,8096,56480,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,101717,3804,85652,1845,481,409,102786,171537,16087,2618,169,216,244,25844,49249,1316,71079,8957,28094,30406,26991,14170,9128,122589,52868,15428,3163,14167,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,144561,498326,6628,776743,271762,700258,294811,311849,137505,139957,1527888,749156,461650,17447,195597,95.0,67.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,144561,498326,6628,776743,271762,700258,294811,311849,137505,139957,1527888,749156,461650,17447,195597,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,818008,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,132612,173951,23440,325089,40968,101521,148792,153887,87513,86781,380926,260533,175035,44342,101378,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,640537,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,206616,42974,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,102191,138810,17624,251493,29874,73039,119869,108989,64786,57460,314480,194872,130605,35031,82436,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,7214225,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,2332409,262543,4619273,142670,268954,54876,2128452,6042416,883238,50754,14542,4518,209287,965017,1456046,126341,2198552,761358,1614370,805199,1135058,549188,839295,3952858,2043895,1198152,174812,692591,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,1514190,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,529153,127986,857051,232126,209935,6083,208995,1410463,99105,919,415,243,2053,80378,273331,2538,430613,230474,412251,120625,149478,66785,50999,836343,389892,282409,10236,113906,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,2092745,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,690031,154763,1247951,152412,346329,16460,329593,1798794,250919,29789,1524,267,8591,147122,378310,9902,621987,257524,560542,229013,283571,127459,110351,1134962,585093,366419,19352,104613,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,3120506,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,1012080,236520,1871906,475585,350541,11812,410662,2890305,213505,1686,486,281,12659,84832,396873,3424,804197,366867,859436,159433,226765,105372,66950,1984701,738412,394793,22723,68665,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,1551019,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,526541,100583,923895,78120,253577,8902,286525,1188204,343511,9494,1733,442,4813,121542,309091,10257,481996,161675,367060,164765,188539,83895,74380,844298,442523,254728,21579,104126,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2880365,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,992140,158492,1729733,231796,334025,17996,566815,2632574,212863,3457,1410,445,26974,171327,500757,7297,744077,422461,929286,266953,281250,96241,93391,1708938,720241,445121,17517,200864,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,1391753,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,451951,83025,856777,104147,129356,8600,292873,1319586,57273,3237,1985,497,6405,132683,262539,12107,433258,136131,363156,133594,196456,95730,108400,769329,391862,224886,26385,106981,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,2160119,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,721253,126187,1312679,264318,147193,11359,424570,1810443,320805,4392,1873,1086,18856,142974,386538,11573,646325,255785,491009,194057,199634,74029,87523,1220598,576319,358455,20471,185194,94.0,65.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,2092371,739239,513080,258859,133224,125635,24228,12825,11403,776228,624704,151524,686937,89291,1316143,105876,183971,10802,475579,1608921,442355,6192,6353,490,25312,140067,403294,9631,739275,246956,469402,141345,157284,61366,60386,1278604,524052,286086,28788,140540,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,2299885,942480,717763,115631,59734,55897,40336,21057,19279,933983,674586,259397,722134,211849,1365902,239241,359842,12455,322445,2000884,264482,26629,1403,300,3479,99982,372226,5710,622026,295057,641541,250044,310341,148530,84223,1260660,628221,388646,12788,84414,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,2035064,847499,655146,162288,84470,77818,9392,4879,4513,812064,588699,223365,698768,113296,1223000,189760,242969,10282,369053,1885732,136431,1954,1082,146,7087,180985,385609,7759,659743,260278,467128,183468,266108,139208,130723,1119451,554432,357578,25163,119579,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,590297,211767,158569,8733,4465,4268,481392,244524,236868,294795,174282,120513,193916,100879,295502,62823,188030,2594,41348,559848,22600,4413,147,80,373,12997,101940,576,160369,76197,146661,58188,52687,28396,14748,336830,157910,93466,2442,18771,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,1329672,539471,462438,35464,17959,17505,639659,319740,319919,591834,407881,183953,510004,81830,737838,112809,206608,7173,265244,1225087,78669,5733,2459,601,13386,114620,267679,6726,409156,145678,266733,140235,190861,112460,85041,673014,390349,258957,18669,115177,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,2390776,858054,582751,100446,51278,49168,721604,368348,353256,1097507,673565,423942,685141,412366,1293269,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,59096,398937,3456,567601,255905,601358,205420,283648,139773,71810,1421859,599925,363391,9656,72703,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,1343734,494631,343282,123408,64190,59218,13303,6835,6468,554830,383074,171756,446240,108590,788904,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66310,223424,2231,404138,168990,364667,78731,129584,57494,46355,786357,341381,213465,7802,41235,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,585449,221621,172057,51830,26607,25223,13039,6730,6309,231169,174118,57051,195437,35732,354280,65702,48964,2371,114132,549749,33565,500,248,91,515,41686,117040,1653,183572,50588,150643,71637,63458,25119,22458,314886,163777,105638,4395,45156,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,3804558,1514075,1210981,290169,149782,140387,24017,12504,11513,1479050,1159480,319570,1324783,154267,2325508,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,362140,747352,21785,1181006,383780,913928,402240,540278,204306,266295,2080568,1052871,659576,55289,428744,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2428589,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,795096,289782,1343711,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,99037,438606,5262,665533,214062,597667,211423,333650,198963,110817,1393131,630963,400905,22379,122399,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,6081322,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,2405288,148254,3527780,109549,325739,42040,2076214,5260193,660772,21052,5703,12902,112835,815423,1252452,55694,1899838,566242,1332690,807021,896927,433651,379505,3563443,1740746,723415,106983,530528,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1756268,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,586364,137136,1032768,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,77857,302068,2975,500598,234873,482679,165406,172947,61164,58389,1033435,439352,280582,10088,99436,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,228291,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,88038,30219,110034,64561,40486,1172,12038,203545,3593,20029,69,32,39,2029,29794,137,59618,43639,59954,17736,14872,7560,3490,146095,51821,30027,991,5662,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,4165626,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,1360660,332813,2472153,312126,570361,17680,793306,3713941,384579,23813,9340,2069,27650,411734,798277,53606,1240425,396624,865726,457662,504732,268451,314960,2213474,1190041,733710,72630,351423,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,1705678,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,577327,165918,962433,147569,183025,11833,400818,1571147,94034,19661,1589,913,13809,137209,329218,11020,498391,165459,303197,171712,212318,123281,90912,944532,485874,259906,23938,128491,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,1128350,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,319475,52664,756211,52871,57293,15753,246222,955096,22143,3705,138202,381,4845,121622,199681,12899,315256,89558,170110,161844,163544,97980,91472,617859,308126,201685,26122,92424,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,445675,177331,1011439,288543,103788,14855,215820,1611031,15515,873,2401,254,1016,88938,266244,5292,456282,186145,223049,198307,218631,148995,104875,964960,405760,261428,16793,66069,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,495316,83913,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,258422,333171,43437,470681,137902,220384,198551,282666,178846,259933,1095602,481318,231029,63470,152884,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,286258,82825,572928,132250,97997,6558,132278,779243,8360,996,150969,171,1172,51693,153301,3210,258380,103541,136663,99948,93526,61476,37741,555745,237009,147469,14030,52633,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,487441,57275,969716,56046,27097,18228,443345,1408801,70842,9725,15097,944,7451,238359,305751,67087,523691,126920,177453,175370,219200,150120,233402,875531,428101,210307,92934,131478,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,531227,160394,1052310,261120,144213,16097,270191,1701061,21650,1945,12270,334,3620,110495,285004,10132,456126,197303,230074,194595,202792,144626,105346,1017830,456536,265109,24642,90721,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,246457,80077,631871,112389,44845,9254,160046,945693,8247,734,1042,105,645,70149,168558,5034,290144,90737,109829,115794,145258,97457,58826,549975,245095,162356,14298,52868,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,1334152,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,385851,137571,810730,230387,102071,9114,181850,1276669,23016,889,29103,172,2594,78386,222462,5263,368000,136892,185626,151682,154773,107994,64599,784085,335704,213478,15836,61694,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,290663,83236,700405,128016,85651,9450,150782,974520,8232,1769,87558,265,351,62668,187349,3724,306787,119345,158239,124682,117753,82297,51043,630194,265813,176320,12792,59238,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,564516,413497,339604,179681,159923,0,0,0,516062,411646,104416,411533,104529,989262,112288,133723,15311,254740,1341002,31650,2049,126207,532,1516,143133,267223,11163,428602,155839,231354,188040,183590,124790,101387,884972,380409,234684,26238,108101,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,370828,276065,215128,113311,101817,0,0,0,336780,268556,68224,285904,50876,627875,68908,85890,6726,175256,805175,15970,1943,140395,214,375,90150,171908,7356,291821,94530,145392,118107,120790,81964,71007,552034,250830,160216,20261,73765,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,380440,249815,156314,82420,73894,0,0,0,338584,232935,105649,212402,126182,583504,149146,38320,7639,143479,913251,5660,301,1737,75,644,45359,135455,2624,267942,94273,135849,126291,132765,94245,60296,530000,229392,161258,8538,45775,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,229862,175456,101830,53868,47962,0,0,0,211479,164865,46614,182831,28648,349814,26682,12827,9870,162100,490702,23451,2583,40951,1008,1626,69687,103455,18615,164551,45607,73584,60177,69163,48306,83256,309078,157076,93606,29497,49972,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,464136,322463,206213,109695,96518,0,0,0,412318,328667,83651,339016,73302,793119,72120,62358,15824,262016,1083936,86622,2261,25064,289,4647,121846,209965,10024,327306,118873,170565,143466,141473,91756,75774,739075,298764,167244,17466,74923,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,900332,375453,261494,182606,95571,87035,0,0,0,337727,235326,102401,250219,87508,562605,102698,28215,9782,197032,889133,5713,701,1804,202,1525,62667,152651,5121,268754,81280,120860,122617,139646,95807,65143,518747,230704,150557,12161,58897,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,436025,311557,216889,115573,101316,0,0,0,345967,272646,73321,288949,57018,715237,95732,36568,8521,205146,1043887,8185,732,3916,200,3491,94633,193120,8482,306942,117097,150903,140782,168499,109596,100346,605741,269354,185685,16545,63575,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,456968,325929,387381,202430,184951,0,0,0,502003,369462,132541,399169,102834,793186,164297,147042,11952,178712,940255,9524,2186,338962,370,2256,70538,215527,6287,338792,141766,201349,153263,134559,83373,61620,750228,334344,208185,24468,75692,90.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,186064,137778,111690,56154,55536,135500,67900,67600,294035,158791,135244,119632,174403,225045,196665,9193,4521,83656,479782,32455,1559,2745,1740,57,21458,96082,1615,200231,56272,96789,67653,64515,40440,15506,306555,130606,81566,5074,8880,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,126153,115778,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,34978,104120,2521,211348,37327,71107,72114,91184,64363,35620,224044,123941,106641,6665,16955,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,20175,55929,1196,311381,159593,238344,211029,103334,59914,59612,660774,260368,181109,3791,24522,86.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,126153,115778,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,34978,104120,2521,211348,37327,71107,72114,91184,64363,35620,224044,123941,106641,6665,16955,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,20175,55929,1196,311381,159593,238344,211029,103334,59914,59612,660774,260368,181109,3791,24522,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,313915,361255,834905,303007,54849,15662,301652,1461140,19797,3023,8929,14511,194,148361,330081,8053,627328,127699,243617,223099,284124,192936,91236,766581,419172,319420,22727,69192,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,46782,9491,27848,32995,2537,944,19797,64732,448,485,249,18086,29,10740,17865,354,44514,9400,13749,11437,11140,7871,5118,42360,26599,15075,2775,857,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,193876,75208,168819,197141,12372,2707,56864,415669,2974,1568,1396,15377,94,40064,91322,2623,188704,48384,77363,61854,58122,39081,23168,244727,120510,72282,8479,6979,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,284154,288517,427106,387944,15822,7134,161771,981412,9460,876,4081,2628,43,59324,214491,5333,462825,100052,159043,132147,180188,128549,54139,524285,279321,194661,15958,26366,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,311770,119156,383084,249786,26114,7967,147059,791449,11810,2025,4047,3262,185,108888,172754,9177,375165,69967,113536,113305,141490,95341,80414,425721,241956,145577,23107,8186,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,193906,86177,249772,182958,10730,5313,81082,476830,33215,577,15501,2645,236,28904,91509,2220,192156,57853,100123,78103,67080,38282,23352,310244,136839,82471,7459,17523,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,219235,79502,281583,141267,10283,4969,142218,548579,14678,1452,13926,574,591,53722,119866,5250,244296,50331,89407,83992,95232,59363,36803,321533,167168,90808,15117,25275,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,134482,80864,305827,84800,19604,3427,107515,480138,14275,390,26009,56,70,43809,105929,2412,205217,51838,87913,81256,105204,60626,32120,273223,142351,105358,8059,36913,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,79377,72535,258024,69947,12199,1932,67834,187621,220614,472,422,21,22,7963,61831,596,133617,43794,47350,62719,48359,31416,12647,263576,93189,52744,1804,1550,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,410344,98278,1021336,68613,36873,10589,392547,1289240,107489,12104,114272,470,1987,197168,294739,19905,502609,135391,185962,253542,261852,159257,146501,816827,435895,275585,44063,113156,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,28941,22932,88929,8266,3763,1222,38622,10341,108239,604,1171,20126,28,3285,15824,235,48144,12732,19083,20874,16938,9826,3077,87532,35561,17488,1847,652,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,142847,57584,416004,69533,21566,3952,105380,540063,64234,1828,9551,24,16,32772,109422,1443,214847,69396,82715,106411,91522,47694,24330,357864,160123,97684,4687,23014,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,98306,90114,372020,49746,34080,10615,93979,13840,535159,1109,9440,35,6,16828,73629,1537,169223,36201,54808,73991,67368,40931,31286,342601,137032,80111,6164,4551,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,476835,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,73247,88146,315442,54264,31583,3930,71616,32604,431279,958,11188,83,10,13160,62900,346,147408,55762,72024,69219,46062,29517,13962,304979,109818,61334,1731,2407,89.0,55.0
